AcedamicpercentageinOperating Systems,percentageinAlgorithms,PercentageinProgrammingConcepts,PercentageinSoftwareEngineering,PercentageinComputerNetworks,hackathons,codingskillsrating,certifications,talentteststaken,olympiads,memorycapabilityscore,Interestedsubjects,Typeofcompanywanttosettlein,ManagementorTechnical,workedinteamsever,SuggestedJobRole
90,63,83,67,90,1,3,distro making,yes,yes,poor,cloud computing,Sales and Marketing,Management,yes,Systems Security Administrator
67,61,71,74,81,3,1,distro making,yes,yes,medium,IOT,product development,Technical,no,Network Security Administrator
93,78,72,92,64,4,9,python,no,no,poor,data engineering,BPA,Technical,yes,Database Developer
60,67,66,74,78,1,6,machine learning,yes,no,medium,Software Engineering,SAaS services,Technical,yes,Portal Administrator
64,70,79,61,82,0,5,python,yes,no,excellent,parallel computing,Testing and Maintainance Services,Management,yes,Programmer Analyst
86,61,75,60,73,0,5,distro making,yes,no,excellent,parallel computing,Product based,Management,no,Software Engineer
68,77,84,85,89,1,2,app development,yes,no,poor,parallel computing,Finance,Technical,no,Business Systems Analyst
64,64,93,66,82,2,7,r programming,no,no,poor,Software Engineering,Product based,Technical,yes,Network Engineer
73,93,72,76,90,5,5,machine learning,yes,yes,excellent,Management,Testing and Maintainance Services,Management,no,Solutions Architect
62,85,78,94,74,5,6,r programming,no,yes,medium,Software Engineering,Web Services,Technical,no,Technical Support
79,79,77,90,87,4,1,distro making,yes,no,medium,parallel computing,Cloud Services,Technical,no,Systems Analyst
74,79,82,91,83,5,6,machine learning,yes,no,excellent,programming,product development,Technical,no,Web Developer
76,89,83,74,62,1,1,machine learning,yes,no,medium,networks,Testing and Maintainance Services,Management,yes,Technical Support
88,70,72,77,92,3,9,hadoop,yes,no,poor,programming,Product based,Management,no,Portal Administrator
65,73,64,63,60,0,2,hadoop,no,yes,poor,IOT,Testing and Maintainance Services,Technical,no,Network Engineer
85,90,60,72,66,0,1,hadoop,no,yes,medium,Management,SAaS services,Technical,no,Systems Analyst
73,84,91,69,68,0,6,full stack,yes,no,poor,hacking,SAaS services,Technical,yes,Database Manager
93,69,88,78,82,4,5,r programming,no,no,poor,Software Engineering,Sales and Marketing,Management,no,Applications Developer
62,91,63,91,75,1,5,full stack,yes,no,excellent,networks,Finance,Management,no,Software Developer
84,91,63,72,71,1,2,python,no,no,poor,IOT,product development,Technical,yes,Information Technology Auditor
67,70,89,60,78,4,9,hadoop,no,yes,poor,Computer Architecture,product development,Technical,no,Technical Engineer
75,67,87,90,86,2,6,distro making,yes,no,medium,hacking,Cloud Services,Management,yes,UX Designer
71,77,69,89,89,2,9,hadoop,no,yes,medium,programming,Service Based,Technical,no,Network Engineer
86,61,64,80,83,1,3,full stack,no,no,excellent,Management,BPA,Technical,yes,Database Manager
78,70,79,66,87,5,8,full stack,no,yes,poor,data engineering,Testing and Maintainance Services,Management,no,Design & UX
92,87,85,74,91,6,2,hadoop,yes,no,poor,programming,Cloud Services,Management,yes,CRM Technical Developer
62,83,65,85,61,6,4,distro making,yes,no,medium,Software Engineering,product development,Management,no,Solutions Architect
75,92,65,91,66,2,9,information security,yes,no,medium,hacking,Finance,Technical,yes,Mobile Applications Developer
73,79,77,80,85,0,4,python,no,yes,medium,networks,Web Services,Technical,yes,Web Developer
81,86,88,83,68,5,3,shell programming,no,yes,medium,Software Engineering,Web Services,Technical,no,Project Manager
77,76,83,62,89,3,6,r programming,yes,no,excellent,Management,Web Services,Management,no,Network Security Administrator
91,87,87,84,75,3,7,hadoop,no,no,poor,Management,product development,Technical,no,Information Technology Auditor
67,67,60,94,88,1,9,shell programming,no,yes,excellent,IOT,Cloud Services,Technical,yes,Database Manager
87,84,62,93,64,6,2,machine learning,no,yes,poor,Software Engineering,product development,Technical,no,Software Systems Engineer
87,63,66,88,75,2,8,r programming,yes,yes,poor,parallel computing,BPA,Management,no,Technical Services/Help Desk/Tech Support
69,71,63,76,71,6,1,python,no,no,medium,programming,SAaS services,Technical,yes,Project Manager
86,79,85,64,75,4,9,full stack,no,yes,medium,Software Engineering,BPA,Technical,no,Network Security Administrator
62,80,60,75,68,5,3,shell programming,yes,yes,excellent,data engineering,Web Services,Technical,no,Systems Analyst
77,92,92,68,79,2,5,shell programming,no,yes,excellent,cloud computing,Cloud Services,Management,yes,Information Security Analyst
94,91,72,90,85,4,2,machine learning,yes,yes,poor,Software Engineering,Sales and Marketing,Technical,yes,Data Architect
65,67,80,77,83,3,9,full stack,no,no,poor,IOT,Product based,Technical,no,Information Security Analyst
64,79,68,92,69,6,9,machine learning,no,yes,excellent,Management,Service Based,Management,no,Database Developer
69,60,80,66,87,3,5,machine learning,yes,no,medium,Management,SAaS services,Management,yes,Information Security Analyst
93,77,78,61,84,1,5,machine learning,no,yes,excellent,Software Engineering,Testing and Maintainance Services,Management,yes,Network Security Administrator
80,89,85,71,75,6,7,information security,yes,no,poor,Software Engineering,Web Services,Management,no,Technical Support
61,84,91,63,69,3,4,full stack,yes,no,medium,parallel computing,Cloud Services,Management,yes,Database Developer
73,60,91,67,70,5,9,app development,no,no,poor,Software Engineering,Sales and Marketing,Technical,no,Systems Analyst
62,93,75,69,62,0,7,hadoop,yes,no,excellent,parallel computing,Product based,Technical,yes,CRM Business Analyst
62,70,87,61,82,6,5,shell programming,no,yes,medium,networks,Sales and Marketing,Management,no,Project Manager
79,90,94,93,88,3,1,shell programming,no,no,poor,programming,Product based,Management,no,Business Intelligence Analyst
71,86,71,87,69,5,5,hadoop,no,yes,excellent,Management,SAaS services,Management,yes,Systems Analyst
82,94,82,79,63,6,8,full stack,no,no,excellent,Management,BPA,Technical,no,Software Engineer
93,93,61,88,63,5,9,r programming,yes,yes,excellent,parallel computing,Web Services,Technical,no,Software Systems Engineer
73,72,68,75,92,0,7,shell programming,no,no,excellent,networks,Web Services,Technical,no,Project Manager
74,78,83,74,92,5,3,r programming,yes,yes,poor,Software Engineering,Testing and Maintainance Services,Technical,no,Software Developer
78,88,85,78,64,1,9,machine learning,no,yes,medium,Management,Finance,Management,no,Technical Support
77,61,92,80,70,4,5,machine learning,yes,no,poor,data engineering,Testing and Maintainance Services,Management,no,Software Systems Engineer
84,93,64,81,83,4,1,shell programming,yes,yes,excellent,programming,SAaS services,Management,yes,UX Designer
83,91,60,91,64,3,9,hadoop,no,yes,poor,parallel computing,Cloud Services,Management,no,Database Manager
66,93,84,75,61,3,8,full stack,no,yes,medium,IOT,Testing and Maintainance Services,Technical,yes,Mobile Applications Developer
84,68,74,83,64,6,6,app development,yes,no,excellent,networks,product development,Technical,yes,Technical Support
84,71,68,79,79,0,8,python,no,no,medium,Software Engineering,BPA,Technical,no,Software Engineer
80,92,87,87,78,1,8,hadoop,no,yes,poor,parallel computing,product development,Management,yes,Network Security Administrator
87,89,84,61,83,3,7,hadoop,no,no,poor,Computer Architecture,product development,Technical,no,Systems Security Administrator
74,73,94,74,74,2,6,distro making,no,no,poor,data engineering,Finance,Management,no,Data Architect
82,62,72,63,60,0,7,information security,no,no,excellent,Computer Architecture,Sales and Marketing,Technical,yes,Technical Services/Help Desk/Tech Support
71,89,81,81,69,3,7,shell programming,yes,yes,excellent,hacking,Service Based,Technical,no,Database Developer
66,67,93,62,75,1,8,r programming,yes,no,medium,networks,Cloud Services,Technical,yes,Database Manager
73,64,77,63,68,2,4,r programming,no,no,medium,data engineering,Web Services,Technical,yes,Database Developer
88,69,67,86,75,3,5,distro making,yes,no,excellent,programming,SAaS services,Management,yes,Portal Administrator
67,78,70,82,70,4,1,r programming,yes,no,medium,hacking,product development,Technical,no,Network Security Administrator
62,72,76,62,64,6,5,full stack,yes,yes,excellent,Management,SAaS services,Management,yes,Technical Services/Help Desk/Tech Support
93,87,86,80,88,3,6,hadoop,yes,yes,medium,Software Engineering,Service Based,Technical,yes,Software Systems Engineer
79,67,94,75,81,0,3,shell programming,no,yes,medium,Management,Finance,Management,no,Systems Security Administrator
91,62,86,64,87,2,3,python,yes,yes,poor,parallel computing,Product based,Technical,no,CRM Business Analyst
68,79,87,93,79,4,5,distro making,yes,yes,medium,data engineering,Product based,Management,no,Technical Engineer
76,67,78,69,85,2,6,hadoop,no,no,medium,IOT,Sales and Marketing,Management,no,Information Technology Manager
73,72,90,67,75,3,8,app development,no,no,poor,data engineering,SAaS services,Technical,no,CRM Technical Developer
90,66,65,65,74,0,3,shell programming,no,yes,medium,programming,Service Based,Technical,no,Web Developer
64,91,71,77,94,0,7,hadoop,yes,no,excellent,cloud computing,Sales and Marketing,Technical,yes,Database Manager
92,67,65,66,90,4,8,app development,yes,yes,medium,hacking,Service Based,Technical,no,Programmer Analyst
94,79,86,75,81,1,7,machine learning,yes,yes,excellent,networks,Sales and Marketing,Technical,yes,Business Systems Analyst
94,80,79,86,90,5,5,distro making,yes,no,medium,IOT,Cloud Services,Technical,no,Portal Administrator
72,88,61,91,63,6,9,r programming,yes,no,poor,Management,Finance,Technical,yes,Software Systems Engineer
65,90,81,83,67,4,4,r programming,no,no,medium,Management,Web Services,Management,yes,Network Engineer
64,77,91,76,90,4,3,information security,yes,yes,medium,programming,Service Based,Management,yes,Applications Developer
67,69,63,85,79,0,8,machine learning,no,no,excellent,programming,Finance,Technical,no,Design & UX
70,77,82,82,90,6,2,distro making,no,yes,poor,Computer Architecture,Finance,Management,no,Design & UX
65,65,89,89,83,0,2,distro making,yes,yes,excellent,IOT,Finance,Management,no,Information Security Analyst
89,90,94,88,82,6,2,hadoop,yes,no,medium,programming,product development,Management,no,Programmer Analyst
93,88,60,66,67,5,5,distro making,no,yes,poor,Software Engineering,BPA,Technical,no,Solutions Architect
82,76,76,80,74,5,1,full stack,no,yes,excellent,programming,Finance,Management,yes,Database Administrator
74,64,76,83,86,1,2,full stack,yes,yes,excellent,Software Engineering,SAaS services,Technical,yes,Software Quality Assurance (QA) / Testing
74,62,86,87,78,2,9,hadoop,no,yes,poor,hacking,product development,Technical,no,Technical Engineer
79,84,89,69,64,1,3,python,yes,yes,excellent,IOT,SAaS services,Management,yes,Information Technology Manager
79,64,87,94,72,5,8,r programming,no,no,medium,Management,Web Services,Technical,no,Solutions Architect
74,84,64,64,80,5,8,shell programming,no,yes,poor,data engineering,Finance,Technical,no,Web Developer
89,92,87,75,80,2,1,distro making,yes,yes,poor,Software Engineering,product development,Management,no,Web Developer
67,92,83,78,76,2,9,distro making,yes,no,poor,IOT,BPA,Technical,no,Design & UX
74,86,77,82,75,3,4,shell programming,no,yes,excellent,Management,Product based,Technical,yes,Programmer Analyst
83,81,86,93,90,3,4,full stack,no,yes,medium,Management,Product based,Technical,yes,Database Developer
74,68,64,84,68,1,9,r programming,yes,yes,poor,cloud computing,BPA,Technical,yes,Information Technology Manager
68,72,77,61,75,5,7,machine learning,yes,no,medium,Software Engineering,Product based,Management,yes,Project Manager
92,61,93,92,84,0,3,machine learning,no,yes,poor,IOT,SAaS services,Technical,no,Network Security Administrator
92,65,68,78,69,3,3,hadoop,no,yes,excellent,Management,Finance,Management,no,Network Security Administrator
65,63,65,66,90,2,8,python,no,no,poor,cloud computing,Finance,Management,yes,Mobile Applications Developer
93,85,60,69,91,4,9,hadoop,yes,no,poor,Software Engineering,Service Based,Technical,no,Information Technology Auditor
70,65,63,65,77,2,9,app development,no,no,poor,Software Engineering,SAaS services,Technical,no,Web Developer
65,72,82,93,65,0,7,python,yes,yes,poor,parallel computing,Cloud Services,Management,no,UX Designer
73,93,87,66,91,1,4,shell programming,yes,yes,poor,Software Engineering,Testing and Maintainance Services,Technical,no,Quality Assurance Associate
76,71,66,65,78,3,6,distro making,yes,no,medium,programming,Cloud Services,Management,yes,CRM Business Analyst
76,61,65,94,60,5,6,r programming,yes,yes,poor,Computer Architecture,Testing and Maintainance Services,Technical,yes,CRM Technical Developer
90,68,87,78,85,1,7,r programming,no,no,poor,networks,Testing and Maintainance Services,Technical,yes,Database Administrator
62,79,72,77,73,3,6,distro making,no,yes,medium,data engineering,Sales and Marketing,Technical,no,Technical Support
83,94,89,93,74,0,2,full stack,yes,yes,medium,Software Engineering,Finance,Technical,yes,UX Designer
90,87,85,93,77,0,7,hadoop,no,yes,excellent,networks,Web Services,Management,no,Project Manager
75,94,62,77,84,3,2,hadoop,yes,no,excellent,hacking,Product based,Technical,no,Database Manager
91,77,88,89,71,6,2,distro making,no,no,medium,Software Engineering,Testing and Maintainance Services,Technical,no,Software Developer
88,84,81,65,66,1,1,machine learning,yes,no,excellent,data engineering,Product based,Management,yes,Quality Assurance Associate
88,70,60,80,76,4,5,hadoop,no,no,excellent,IOT,Testing and Maintainance Services,Technical,no,Technical Support
65,89,94,72,78,0,2,shell programming,yes,yes,excellent,programming,SAaS services,Management,yes,Solutions Architect
76,72,70,67,82,2,9,r programming,yes,yes,medium,IOT,Sales and Marketing,Technical,yes,Network Security Administrator
87,63,81,71,67,0,2,shell programming,yes,yes,medium,Software Engineering,Service Based,Technical,yes,Database Manager
88,60,78,68,64,1,9,r programming,yes,yes,poor,cloud computing,Service Based,Technical,yes,Network Security Engineer
78,67,86,62,81,4,1,shell programming,yes,yes,medium,Management,Sales and Marketing,Management,no,Systems Security Administrator
87,76,64,90,91,0,5,hadoop,yes,yes,poor,data engineering,Web Services,Technical,no,Network Security Engineer
67,71,81,61,79,5,9,shell programming,no,yes,medium,cloud computing,Product based,Management,yes,Information Technology Manager
94,82,84,94,80,0,7,python,no,no,poor,hacking,SAaS services,Management,yes,E-Commerce Analyst
81,66,72,74,65,2,8,distro making,yes,yes,poor,data engineering,Service Based,Management,no,Data Architect
80,65,61,76,86,2,2,distro making,yes,no,poor,cloud computing,Finance,Technical,yes,Database Manager
94,64,70,62,88,6,5,machine learning,yes,yes,poor,networks,Product based,Management,yes,CRM Business Analyst
